ENTIDAD;DESCRIPCION_URL;ID;LINK;DESCRICION_1;DESCRIPCION_2;DESCRIPCION_3;CONDICIONES
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-trattoria-santtino-40-dcto;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/trattoria-santtino-40-dcto;Trattoria Santtino;40% dcto. todos los jueves de febrero;Válido para consumo presencial. 40% dcto. todos los jueves de febrero.;"Solicita el descuento al momento de pagar en el restaurant.;Descuento es exclusivo pagando con tu Tarjeta de Crédito o Débito VISA del Chile.;No acumulable con otras promociones.;Te sugerimos realizar reserva para consumo presencial."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-le-tacon-tango-bar-40-dcto;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/le-tacon-tango-bar-40-dcto;Le Tacon Tango Bar;40% dcto. todos los jueves de febrero;Válido para consumo presencial. 40% dcto. todos los jueves de febrero.;"Solicita el descuento al momento de pagar en el restaurant.;Descuento es exclusivo pagando con tu Tarjeta de Crédito o Débito VISA del Chile.;No acumulable con otras promociones.;Te sugerimos realizar reserva para consumo presencial."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-otto-burger-40-dcto;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/otto-burger-40-dcto;Otto Burger;40% dcto. todos los jueves de febrero;Válido para consumo presencial. 40% dcto. todos los jueves de febrero.;"Solicita el descuento al momento de pagar en el restaurant.;Descuento es exclusivo pagando con tu Tarjeta de Crédito o Débito VISA del Chile.;No acumulable con otras promociones.;Te sugerimos realizar reserva para consumo presencial."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-awa-40-dcto;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/awa-40-dcto;AWA;40% dcto. todos los jueves de febrero;Válido para consumo presencial. 40% dcto. todos los jueves de febrero.;"Solicita el descuento al momento de pagar en el restaurant.;Descuento es exclusivo pagando con tu Tarjeta de Crédito o Débito VISA del Chile.;No acumulable con otras promociones.;Te sugerimos realizar reserva para consumo presencial."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-kechua-40-dcto;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/kechua-40-dcto;Kechua;40% dcto. todos los viernes de febrero;Válido para consumo presencial. 40% dcto. todos los viernes de febrero.;"Beneficio aplica sólo para Ñuñoa, excluye Borderio.;Solicita el descuento al momento de pagar en el restaurant.;Descuento es exclusivo pagando con tu Tarjeta de Crédito o Débito VISA del Chile.;No acumulable con otras promociones.;Te sugerimos realizar reserva para consumo presencial."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-oporto-40-dcto;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/oporto-40-dcto;Oporto;40% dcto. todos los viernes de febrero;Válido en consumo presencial. 40% dcto. todos los viernes de febrero.;"Solicita el descuento al momento de pagar en el restaurant.;Descuento es exclusivo pagando con tu Tarjeta de Crédito o Débito VISA del Chile.;No acumulable con otras promociones.;Te sugerimos realizar reserva para consumo presencial."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-dominga-terraza-40-dcto;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/dominga-terraza-40-dcto;Dominga Terraza;40% dcto. todos los viernes de febrero;Válido para consumo presencial. 40% dcto. todos los viernes de febrero.;"Solicita el descuento al momento de pagar en el restaurant.;Descuento es exclusivo pagando con tu Tarjeta de Crédito o Débito VISA del Chile.;No acumulable con otras promociones.;Te sugerimos realizar reserva para consumo presencial."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-anto-restobar-40-dcto;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/anto-restobar-40-dcto;Anto Restobar;40% dcto. todos los viernes de febrero;Válido para consumo presencial. 40% dcto. todos los viernes de febrero.;"Solicita el descuento al momento de pagar en el restaurant.;Descuento es exclusivo pagando con tu Tarjeta de Crédito o Débito VISA del Chile.;No acumulable con otras promociones.;Te sugerimos realizar reserva para consumo presencial."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-chicken-love-you-40-dcto;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/chicken-love-you-40-dcto;Chicken Love you;40% dcto. todos los sábados de febrero;Válido para consumo presencial. 40% dcto. todos los sábados de febrero.;"Solicita el descuento al momento de pagar en el restaurant.;Descuento es exclusivo pagando con tu Tarjeta de Crédito o Débito VISA del Chile.;No acumulable con otras promociones.;Te sugerimos realizar reserva para consumo presencial.;Mall Arauco Maipu: Avenida Américo Vespucio 399;Vitacura: Av. Vitacura 3269;Open Kennedy: Avenida Presidente Kennedy 5601;Viña del Mar: 3 Oriente 1175"
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-infiltrados-40-dcto;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/infiltrados-40-dcto;Infiltrados;40% dcto. todos los sábados de febrero;Válido para consumo presencial. 40% dcto. todos los sábados de febrero.;"Solicita el descuento al momento de pagar en el restaurant.;Descuento es exclusivo pagando con tu Tarjeta de Crédito o Débito VISA del Chile.;No acumulable con otras promociones.;Te sugerimos realizar reserva para consumo presencial."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-g14-40-dcto;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/g14-40-dcto;G14;40% dcto. todos los sábados de febrero;Válido para consumo presencial. 40% dcto. todos los sábados de febrero.;"Solicita el descuento al momento de pagar en el restaurant.;Descuento es exclusivo pagando con tu Tarjeta de Crédito o Débito VISA del Chile.;No acumulable con otras promociones.;Te sugerimos realizar reserva para consumo presencial."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-bocalago-40-dcto;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/bocalago-40-dcto;Bocalago;40% dcto. todos los sábados de febrero;Válido para consumo presencial. 40% dcto. todos los sábados de febrero.;"Solicita el descuento al momento de pagar en el restaurant.;Descuento es exclusivo pagando con tu Tarjeta de Crédito o Débito VISA del Chile.;No acumulable con otras promociones.;Te sugerimos realizar reserva para consumo presencial."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-calma-de-rita-40-dcto;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/calma-de-rita-40-dcto;La Calma de Rita;40% dcto. todos los domingos de febrero;Válido para consumo presencial. 40% dcto. todos los domingos de febrero.;"Solicita el descuento al momento de pagar en el restaurant.;Descuento es exclusivo pagando con tu Tarjeta de Crédito o Débito VISA del Chile.;No acumulable con otras promociones.;Te sugerimos realizar reserva para consumo presencial."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-noi-blend-colchagua-40-dcto;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/noi-blend-colchagua-40-dcto;Noi Blend Colchagua;40% dcto. todos los domingos de febrero;Válido para consumo presencial. 40% dcto. todos los domingos de febrero.;"Solicita el descuento al momento de pagar en el restaurant.;Descuento es exclusivo pagando con tu Tarjeta de Crédito o Débito VISA del Chile.;No acumulable con otras promociones.;Te sugerimos realizar reserva para consumo presencial."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-tienda-friosur;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/tienda-friosur;Tienda Friosur;20% dcto. todos los lunes, martes y miércoles;Somos una empresa de origen Aysenino, que por más de 3 décadas hemos trabajado por el desarrollo de la región. En Friosur es fundamental el cuidado del medio ambiente y la sustentabilidad de los recursos pesqueros, ya que es parte esencial del nuestro quehacer, entendiendo que solo en la medida que se cuiden los recursos, es posible continuar con nuestra actividad por mucho tiempo más.;"20% de dcto en productos propios: Pesca blanca, filetes Congrio Dorado, Filetes Cojinoba, Filetes Merluza Austral, Filetes de Mero, Filetes de Reineta.;Descuento válido para los días lunes, martes y miércoles."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-dolares-premio-en-oporto;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/dolares-premio-en-oporto; Oporto Dólares-Premio;Consumo por $60.000;Oporto es un steak bar con una moderna propuesta con tendencias “eclécticas”, donde lo puro se mezcla con lo vanguardista y recicla los materiales que fueron parte de una antigua casa de carne del 1920. Su arquitectura, servicio y oferta gastronómica, están pensadas para hacerte vivir una experiencia única basada en innovadores platos de carnes, terraza con Oyster Bar y la ya premiada coctelería de autor.;"Canjea tus Dólares-Premio en Oporto Restaurant.;Consumo por $60.000.;No incluye propina."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-dolares-premio-en-japon;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/dolares-premio-en-japon;Japón Dólares-Premio;Consumo por $50.000;La experiencia Japón Te prometemos sumergirte en sabores únicos, preparados con dedicación y el cuidado de las tradiciones Japonesas, el mismo que hemos entregado hace más de 43 años.;"Canjea tus Dólares-Premio en Japón Vitacura.;Consumo por $50.000.;No incluye propina."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-dolares-premio-en-aurea;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/dolares-premio-en-aurea;Áurea Dólares-Premio;Consumo por $50.000;Perseguimos la originalidad en la propuesta de la nueva Cocina de autor Chilena, plasmando en cada detalle de nuestros espacios y preparaciones nuestras visión de lo que debe ser uno experiencia culinaria, única, una experiencia Áurea.;"Canjea tus Dólares-Premio en Aurea Restaurant.;Consumo por $50.000.;No incluye propina."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-dolares-premio-en-vietnam-discovery;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/dolares-premio-en-vietnam-discovery;Vietnam Discovery Dólares-Premio;Consumo por $50.000;Canjea tus Dólares-Premio en Vietnam Discovery :;"Consumo por $50.000;No incluye propina."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-dolares-premio-en-casa-alegre;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/dolares-premio-en-casa-alegre;Casa Alegre Dólares-Premio;Consumo por $30.000;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-dolares-premio-en-zanzibar;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/dolares-premio-en-zanzibar;Zanzíbar Dólares-Premio;Consumo por $50.000;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-dolares-premio-en-la-tabla;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/dolares-premio-en-la-tabla;La Tabla Dólares-Premio;Consumo por $40.000;Los mejores cortes, al punto perfecto.;"Consumo por $40.000;No incluye propina."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-ciudad-vieja-dolares-premio;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/ciudad-vieja-dolares-premio;Ciudad Vieja Dólares-Premio;Consumo por $50.000;Canjea tus Dólares-Premio en Ciudad Vieja.;"Consumo por $50.000.;No incluye propina."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-cordova-dolares-premio;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/cordova-dolares-premio;Córdova Dólares-Premio;Consumo por $50.000;Canjea tus Dólares-Premio en Cordova.;"Consumo por $50.000.;No incluye propina."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-casa-morera-dolares-premio;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/casa-morera-dolares-premio;Casa Morera Dólares-Premio;Consumo por $80.000;Canjea tus Dólares-Premio en Casa Morera.;"Consumo por $80.000.;No incluye propina.;Canjea tus Dólares-Premio en Casa Morera."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-babilonia-bar;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/babilonia-bar;Babilonia Bar;20% dcto. todos los miércoles y jueves;Babiloni Bar restaurant , ofrece una experiencia inolvidable de la vida nocturna de Puerto Varas , combinando bandas en vivo de los mejores artistas con una variada carta de comidas y amplia coctelería en un ambiente elegante que te hará vibrar.;"20% dcto. todos los miércoles y jueves.;Solicita tu descuento al momento de pagar."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-pistacho-20-dcto;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/pistacho-20-dcto;Pistacho;20% dcto. todos los viernes y sábados;Café- Bar con una gran carta de productos de excelente calidad para todos los gustos, café de especialidad, craft beer y cocketeles de la mejor calidad que podrás disfrutar en nuestras 2 terrazas.;"20% dcto. todos los viernes y sábados.;No válido en menú.;Excluye promociones."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-ana-maria-restaurant;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/ana-maria-restaurant;Ana Maria Restaurant;20% dcto. martes y miércoles;20% de dcto martes y miércoles;"No válido en menú y Happy Hours.;Excluye promociones."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-el-chancho-con-chaleco;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/el-chancho-con-chaleco;El Chancho con Chaleco;20% dcto. miércoles, jueves y viernes;20% de dcto miércoles, jueves y viernes;"No válido en menú y Happy Hours.;Excluye promociones."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-sushilab-20;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/sushilab-20;Sushilab ;20% dcto.;Sushi gourmet a domicilio.;"20% dcto. de martes a jueves en pedidos online.;Obtén tu descuento ingresando los 6 primeros digitos de tu Tarjeta como código de descuento en www.sushilab.cl;No acumulable con otras promociones."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-tramonto;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/tramonto;Tramonto;20% dcto.  todos los días en horario de almuerzo.;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-el-patio-echenique-restaurant;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/el-patio-echenique-restaurant;Patio Echeñique Restaurant;20% de descuento de lunes a viernes.;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-noi-pedro-atacama;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/noi-pedro-atacama;NOI Casa Atacama – San Pedro de Atacama;20% dcto. de domingo a jueves.;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-20-dcto-en-mas-que-krudos;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/20-dcto-en-mas-que-krudos;Mas que Krudos Restaurant ;20% dcto. en delivery y retiro;20% de descuento en delivery y retiro. ;"Solicita el descuento al momento de realizar tu pedido telefónico.;Descuento exclusivo pagando con Tarjetas del Banco de Chile.;Descuento válido solo para el despacho propio de cada restaurant, no válido para plataformas de pedidos externas.;Descuento no es válido en el despacho.;No acumulable con otras promociones."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-dominga-sushi-gourmet;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/dominga-sushi-gourmet;Dominga Sushi Gourmet;20% dcto. ;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-buffet-express;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/buffet-express;Buffet Express ;20% dcto.;Somos la cadena de comida casera más grande del país con locales desde Calama a Castro y con más de 26 años de experiencia. “Elige comer bien”, palabras que comunican al cliente la oportunidad de comer sano aún fuera de casa, permitiéndole a la vez, una elección diaria diferente dentro de una atractiva variedad de preparaciones y sabores.;"20% de descuento lunes, martes y miércoles en todos nuestros locales físicos.;20% todos los días en www.buffetexpress.cl. Para obtener tu descuento ingresa los 6 primeros digitos de tu tarjeta como código de dcto al momento de pagar.;No acumulable con otras promociones."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-cordova;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/cordova;Córdova;20% dcto. los lunes, martes, sábados y domingos;Cocina y Bar. 20% dcto. los lunes, martes, sábados y domingos.;"Lunes y martes 13:00 PM a 02:00 AM.;Sábado 10:00 AM a 02:00 AM.;No acumulable con otras promociones, menú ni happy hour."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-the-fisherman;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/the-fisherman;The Fisherman;20% dcto. de lunes a miércoles.;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-sarita-colonia;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/sarita-colonia;Restaurant Sarita Colonia;20% dcto. en consumo presencial.;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-saori-fusion;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/saori-fusion;Saori Fusion;20% dcto. en delivery todos los dias;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-bowarps;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/bowarps;Bowarps;20% dcto. todos los días.;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-velvet-bakery;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/velvet-bakery;Velvet Bakery;20% dcto. de lunes a jueves de 10:00 a 19:00 hrs;Lunes a jueves 10:00 a 19:00 Para obtener el descuento en Delivery debe ser agendado por email o whatsapp (no váido para pedidos en la web). VELVET BAKERY es una pastelería del más rico estilo Americano, que ofrece una amplia variedad de Barritas, Tortas, Productos Veganos, Postres, Cheesecakes, productos sin azúcar y más!. Para nosotros es importante ofrecer una experiencia de satisfacción completa, por lo mismo en VELVET no sólo encontrarán una amplia variedad de productos de primera calidad y hermoso diseño , si no que también podrán disfrutar de una experiencia personalizada y única. Los invitamos a vivir la Experiencia VELVET;"20% de dcto en tentaciones y cajitas mix tentaciones mediana, familiar y vegana.;15% de dcto en tortas, pies, cheesecakes y trozos."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-piazzolli-20-dcto-martes-sabado;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/piazzolli-20-dcto-martes-sabado;Piazzolli;20% dcto. de Martes a Sábado;20% de dcto de martes a sábado;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-the-chicken-cowboy;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/the-chicken-cowboy;The Chicken Cowboy;20% dcto.;20% de descuento ingresando los 6 primeros dígitos de tus tarjetas del Chile como código de descuento. Somos The Chicken Cowboy, expertos en pollo frito. Nuestra receta ancestral se caracteriza por su crocancia y sabor en cada una de nuestras preparaciones. Nuestras especialidades son los sandwiches y variedades de presas crujientes de nuestra línea signature, siempre con nuestro característico sabor. Contamos también con acompañamientos, menús de niños y postres. ¡Los esperamos! Excluye menú y promociones.;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-20-dcto-pedidos-con-delivery-en-boru;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/20-dcto-pedidos-con-delivery-en-boru;Boru Gohan;20% dcto. en pedidos con delivery;20% dcto. en pedidos con delivery en www.borugohans.cl;"Exclusivo delivery.;Monto mínimo de la compra: $10.000;Pedidos a través de la web www.borugohans.cl, solicita tu descuento ingresando los 6 primeros dígitos de tu tarjeta en la sección Agregar un código de descuento.;El descuento es exclusivo pagando con tus Tarjetas del Chile.;El descuento es válido sólo para el despacho propio de cada restaurant, no para plataformas de pedidos externas.;El descuento no aplica al valor por despacho.;No acumulable con otras promociones."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-20-dcto-pedidos-con-delivery-en-hangi-sushi;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/20-dcto-pedidos-con-delivery-en-hangi-sushi;Hangi Sushi;20% dcto. en pedidos con delivery;20% dcto. en pedidos con delivery en www.hangisushi.cl;"Exclusivo delivery.;Monto mínimo de la compra: $10.000;Pedidos a través de la web www.hangisushi.cl, solicita tu descuento ingresando los 6 primeros dígitos de tu tarjeta en la sección Agregar un código de descuento.;El descuento es exclusivo pagando con tus Tarjetas del Chile.;El descuento es válido sólo para el despacho propio de cada restaurant, no para plataformas de pedidos externas.;El descuento no aplica al valor por despacho.;No acumulable con otras promociones."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-green-poke;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/green-poke;Green Poke;20% dcto.;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-20-kau-patagonia;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/20-kau-patagonia;Restaurant Kau Patagonia ;20% dcto. en consumo presencial;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-burger-beef-20;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/burger-beef-20;BurgerBeef ;20% dcto. en delivery de lunes a jueves.;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-come-20;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/come-20;Come Fry With Me;20% dcto. en delivery de lunes a jueves.;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-pollo-rey-20;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/pollo-rey-20;Pollo Rey;20% dcto. en delivery de lunes a jueves.;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-origami;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/origami;Origami;20% dcto.;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-fratello-tratoria;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/fratello-tratoria;Fratello Tratoria;20% dcto.;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-casamar;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/casamar;Casamar;20% dcto.;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-lomo-dela-fuente-20;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/lomo-dela-fuente-20;Lomo de la Fuente ;20% dcto. en delivery de lunes a jueves.;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-20-de-descuento-capri;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/20-de-descuento-capri;Pizzeria Capri;20% en delivery;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-20-dcto-en-consumo-presencial-en-club-de-toros;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/20-dcto-en-consumo-presencial-en-club-de-toros;Restaurant Club de Toros;20% de descuento en consumo presencial, delivery y retiro;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-casa-bar-morera-20-dcto;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/casa-bar-morera-20-dcto;Casa Bar Morera;;Somos un lugar para disfrutar y sentirse en casa. Para compartir una mesa con amigos, platos en el centro y cócteles en las manos para brindar. Una cocina Casual y coctelería de autor para disfrutar. Somos un lugar para amigos, para amores, para familia, para plantas, para arte, para música. Somos Casa;"20% de dcto a los días martes.;Excluye promociones, menú y happy hour.;Solicita tu descuento al momento de pagar."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-greta-restobar-20-dcto;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/greta-restobar-20-dcto;Greta Restobar;20% dcto. todos los días.;Greta Restobar encontraras coctelería clásica y de autor, una barra que esta en constante cambio e incorporación de nuevos destilados, con mas de 20 variedades de gin. Ademas tenemos amplia variedad de platos para compartir, tartaros, tiraditos, carnes, platos vegetarianos/ veganos. Ubicados en sector oriente de la ciudad de Talca.;"20% de dcto todos los días.;Excluye promociones y happy hour.;Solicita tu descuento al momento de pagar."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-malabar;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/malabar;Malabar;20% dcto. Martes, Miércoles y Domingos.;20% dcto. Martes, Miércoles y Domingos en el total de la cuenta pagando con tus Tarjetas del Chile Excluye promociones, menú y happy hour.;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-40-dcto-ciudad-vieja;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/40-dcto-ciudad-vieja;Ciudad Vieja;;20% de dcto en presencial y delivery;"20% dcto. en delivery lunes.;20% dcto. en consumo presencial lunes.;No acumulable con otras promociones.;Despacho por compras sobre $15.000."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-30-fe;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/30-fe;Fe;30% dcto todos los jueves en terraza;Tardes de terraza, 30% dcto. todos los jueves de febrero en restaurantes pagando con tus Tarjetas del Chile.;"Desde las 18:00 hrs. hasta cierre de Terrazas.;Tope de dcto. $30.000.;Descuento no acumulable con otras promociones.;Solicita tu descuento al momento de pagar."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-20-dcto-en-segreta;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/20-dcto-en-segreta;Segreta Pizza;20% dcto. en delivery;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-20-dcto-consumo-presencial-y-delivery-danubio-azul;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/20-dcto-consumo-presencial-y-delivery-danubio-azul;Danubio Azul;20% dcto. en consumo presencial y delivery en Danubio Azul pagando con tus Tarjetas del Chile;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-20-de-descuento-en-au;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/20-de-descuento-en-au;Au Restaurant ;20% dcto. en almuerzo en consumo presencial;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-35-dcto-en-pedidos-por-yokono-cl-con-opcion-retiro-o-delivery;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/35-dcto-en-pedidos-por-yokono-cl-con-opcion-retiro-o-delivery;Yokono Sushi;35% dcto de lunes a miércoles en pedidos con delivery y retiro;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-20-dcto-en-restaurant-delivery-retiro-en-aurea;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/20-dcto-en-restaurant-delivery-retiro-en-aurea;Restaurant Aurea;20% dcto. en consumo presencial;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-dcto-kai;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/dcto-kai;Restaurant KAI ;20% dcto. en delivery, retiro y presencial;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-oh-margot;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/oh-margot;Restaurant Oh! Margot ;20% dcto. en delivery, retiro local o consumo presencial;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-panca-dcto;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/panca-dcto;Restaurant Panca ;20% dcto. en retiro y consumo presencial;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-casa-alegre-dcto;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/casa-alegre-dcto;Restaurant Casa Alegre ;20% dcto. en delivery y consumo presencial;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-20-dcto-en-delivery-y-retiro-en-rustik-burger;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/20-dcto-en-delivery-y-retiro-en-rustik-burger;Rustik Burger Hamburguesería ;20% dcto. en delivery y retiro;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-20-dcto-en-restorant-bellavista;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/20-dcto-en-restorant-bellavista;Restaurant Hotel Bellavista ;20% dcto. en consumo presencial;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-materia-cochamo;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/materia-cochamo;Cafetería Materia Cochamó;20% dcto. en consumo presencial;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-20-descuento-fe;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/20-descuento-fe;Restaurant Fe;20% dcto en consumo presencial.;;
